"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
EventEmitDetails,,,,isPhysicalEvent,术语isPhysicalEvent,String,这是一个布尔属性，如果为 TRUE，则将此事件标识为从 PhysicalResource 发出。如果为 FALSE，则该事件已从 LogicalResource 发出。,,
EventEmitDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
EventEmitDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
EventEmitDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
EventTriggerDetails,术语EventTriggerDetails,该类实现 IsTriggeredBy 聚合所需的语义。此聚合定义了可用于触发此策略规则评估的事件集。,启用,retryNumber,retry编号,String,这指定了该PolicyEvent 应重新发送到指定PolicyRule 的次数。如果triggerEndTime过去了，则该PolicyEvent将不再被重新发送，即使retryNumber指示应该尝试额外的重试。相反，此PolicyEvent 的hasEventEvaluated 属性必须设置为2（评估失败）。,,
EventTriggerDetails,,,,retryPolicy,术语retryPolicy,String,"这是一个枚举整数，定义重试触发器的策略。枚举使策略应用程序能够在一组预定义策略中进行选择，以确定重试将此 PolicyEvent 发送到其关联的 PolicyRule 的次数。值包括：
0 - 不重试
1 - 始终重试（直到成功确认）
2 - 重试 retryNumber 属性中指定的次数",,
EventTriggerDetails,,,,triggerConstraints,术语triggerConstraints,String,该属性是一个字符串，其中包含特定的 OCL 表达式，用于约束如何使用给定的一组 PolicyEvent 来触发对特定 PolicyRule 的条件子句的评估。将此定义为属性使外部应用程序能够填充将应用于此 PolicyRule 的约束。,,
EventTriggerDetails,,,,triggerPeriod,术语triggerPeriod,String,"该属性指定可以将此PolicyEvent 发送到关联PolicyRule 的开始时间和时间段。
如果此时Trigger还没有成功发送（包括重试），那么这个EventSet中每个PolicyEvent的hasEventEvaluated属性必须设置为2（评估失败）。",,
EventTriggerDetails,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
EventTriggerDetails,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
EventTriggerDetails,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyEvent,术语PolicyEvent,此类表示单个PolicyEvent 或PolicyEvents 的聚合，并根据EventDetails 聚合类的eventConstraint 属性进行约束。然后将这组策略事件呈现给一个或多个策略规则以触发对其条件子句的评估。这使得外部应用程序（例如策略服务器）能够动态调整用于触发策略规则评估的事件集,启用,eventSequenceNumber,eventSequence编号,String,"该属性是一个非负整数，表示该事件被解析为整个事件子句的一部分的特定顺序。这将允许策略引擎在评估该对象时引用外部提供的参数。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyEvent,,,,hasEventEvaluated,术语hasEventEvaluated,String,"这是由策略应用程序设置的枚举整数，用于定义该事件的评估状态。值包括：
0：尚未评估
1：评估为 TRUE
2：评估为FALSE",,
PolicyEvent,,,,orderMethod,订单Method,String,"这是一个枚举整数，用于定义排序 OrderedSet 或 Sequence 中的元素的方法。如果集合类型是 Set 或 Bag，则该属性的值必须为 1（“不适用”）。值包括：
1：不适用
2：升序
3：降序",,
PolicyEvent,,,,type,类型,String,"这是一个枚举整数，定义了该对象所属的 Collection 类型。值包括：
1：设置
2：有序集
3：顺序
4：袋子
Set 不包含重复元素，并且不对其元素强加顺序。 OrderedSet 与 Set 类似，只不过它确实对其内容强加了顺序。 Bag 类似于 Set，只不过它可能包含重复项。序列就像一个包，只不过元素是有序的。",,
PolicyEvent,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyEvent,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyEvent,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyEventAtomic,术语PolicyEventAtomic,这是一个基类，表示单个原子事件的发生，用于触发对PolicyRule 的条件子句的评估。,启用,eventSequenceNumber,eventSequence编号,String,"该属性是一个非负整数，表示该事件被解析为整个事件子句的一部分的特定顺序。这将允许策略引擎在评估该对象时引用外部提供的参数。
注：ITU或CIM规范中不存在。（«required»）",,
PolicyEventAtomic,,,,hasEventEvaluated,术语hasEventEvaluated,String,"这是由策略应用程序设置的枚举整数，用于定义该事件的评估状态。值包括：
0：尚未评估
1：评估为 TRUE
2：评估为FALSE",,
PolicyEventAtomic,,,,orderMethod,订单Method,String,"这是一个枚举整数，用于定义排序 OrderedSet 或 Sequence 中的元素的方法。如果集合类型是 Set 或 Bag，则该属性的值必须为 1（“不适用”）。值包括：
1：不适用
2：升序
3：降序",,
PolicyEventAtomic,,,,type,类型,String,"这是一个枚举整数，定义了该对象所属的 Collection 类型。值包括：
1：设置
2：有序集
3：顺序
4：袋子
Set 不包含重复元素，并且不对其元素强加顺序。 OrderedSet 与 Set 类似，只不过它确实对其内容强加了顺序。 Bag 类似于 Set，只不过它可能包含重复项。序列就像一个包，只不过元素是有序的。",,
PolicyEventAtomic,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyEventAtomic,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyEventAtomic,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyEventBase,术语PolicyEventBase,此类表示 PolicyEvents 的聚合，并根据 EventDetails 聚合类的 eventConstraint 属性进行约束。然后将这组策略事件呈现给一个或多个策略规则以触发对其条件子句的评估。这使得外部应用程序（例如策略服务器）能够动态调整用于触发策略规则评估的事件集,启用,hasEventEvaluated,术语hasEventEvaluated,String,"这是由策略应用程序设置的枚举整数，用于定义该事件的评估状态。值包括：
0：尚未评估
1：评估为 TRUE
2：评估为FALSE",,
PolicyEventBase,,,,orderMethod,订单Method,String,"这是一个枚举整数，用于定义排序 OrderedSet 或 Sequence 中的元素的方法。如果集合类型是 Set 或 Bag，则该属性的值必须为 1（“不适用”）。值包括：
1：不适用
2：升序
3：降序",,
PolicyEventBase,,,,type,类型,String,"这是一个枚举整数，定义了该对象所属的 Collection 类型。值包括：
1：设置
2：有序集
3：顺序
4：袋子
Set 不包含重复元素，并且不对其元素强加顺序。 OrderedSet 与 Set 类似，只不过它确实对其内容强加了顺序。 Bag 类似于 Set，只不过它可能包含重复项。序列就像一个包，只不过元素是有序的。",,
PolicyEventBase,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
PolicyEventBase,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
PolicyEventBase,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
PolicyEventComposite,术语PolicyEventComposite,这是一个表示复合事件发生的基类。复合事件是由一组PolicyEventAtomic 和/或PolicyEventComposite 实体组成的事件。与PolicyEventAtomic 类似，PolicyEventComposite 也可用于触发PolicyRule 的条件子句的评估。,启用,eventSequenceNumber,eventSequence编号,String,"该属性是一个非负整数，表示该事件被解析为整个事件子句的一部分的特定顺序。这将允许策略引擎在评估该对象时引用外部提供的参数。
注：ITU或CIM规范中不存在。（«required»）",,
